PARAMETER ID @ COMMENT,16065@TARA_barcode#,16065@BioSamples accession number (SAMEA#),16065@ENA sample accession number (ERS#),102005@TARA_station#,500000@TARA_event-datetime_station#_event-type,"139620@[abbreviation], full name (ENVO:ID) from which this sample was collected",139619@from which this sample was collected,3@from which this sample was collected,4@from which this sample was collected,139766@used on board to prepare samples,139765@used on board to prepare samples,145407@TARA_station#_environmental-feature_size-fraction,"16119@short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",790@TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,@ENA study accession number (PRJ#),@nucleic acids preparation ,@18S and 16S rDNA amplicons generation,@Illumina libraries preparation,54242@library name,@ENA experiment accession number (ERX#),@ENA run accession number (ERR#),@ENA run alias,54242@nucleotides data file (fastq format) from ENA's sequence read archive ,54242@nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
PARAMETER,Sample ID,Sample ID,Sample ID,Station label,Event label,Environmental feature,"Depth, nominal","Depth, top/min","Depth, bottom/max","Size fraction, lower threshold","Size fraction, upper threshold",Sample material,Sample method,Sample code/label,Analysis ID,Analysis method,Analysis method,Analysis method,Analysis label,Analysis ID,Analysis ID,Analysis label,Uniform resource locator/link to metadata file,Uniform resource locator/link to metadata file,,,,,,,,,,
PI,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Alberti,Alberti,Alberti,Alberti,pesant,Alberti,Alberti,Alberti,pesant,pesant,,,,,,,,,,
METHOD,"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)",registered at the BioSamples database (http://www.ebi.ac.uk/biosamples/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","terms registered at EnvO, the Environmental Ontology (http://environmentontology.org/)",,,,described in (Pesant et al. 2017),described in (Pesant et al. 2017),,described in (Pesant et al. 2017),,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,,,,,,
COMMENT,TARA_barcode#,BioSamples accession number (SAMEA#),ENA sample accession number (ERS#),TARA_station#,TARA_event-datetime_station#_event-type,"[abbreviation], full name (ENVO:ID) from which this sample was collected",from which this sample was collected,from which this sample was collected,from which this sample was collected,used on board to prepare samples,used on board to prepare samples,TARA_station#_environmental-feature_size-fraction,"short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,ENA study accession number (PRJ#),nucleic acids preparation ,18S and 16S rDNA amplicons generation,Illumina libraries preparation,library name,ENA experiment accession number (ERX#),ENA run accession number (ERR#),ENA run alias,nucleotides data file (fastq format) from ENA's sequence read archive ,nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
10,TARA_A100000553,SAMEA2591094,ERS477989,TARA_023,TARA_20091118T0841Z_023_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_023_SRF_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20091118T0841Z_023_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_A100000553,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_AAROSU_r1,ERX503376,ERR538184,run_AHX_AAROSU_2_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538184/ERR538184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538184/ERR538184_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538184,,,,,,,,,,
11,TARA_A100000548,SAMEA2611385,ERS478008,TARA_023,TARA_20091118T1256Z_023_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_023_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20091118T1256Z_023_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_A100000548,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_AASOSU_r1,ERX503381,ERR538171,run_AHX_AASOSU_3_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538171/ERR538171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538171/ERR538171_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538171,,,,,,,,,,
12,TARA_A100000546,SAMEA2611383,ERS477996,TARA_023,TARA_20091118T1017Z_023_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_023_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20091118T1017Z_023_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_A100000546,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_AATOSU_r1,ERX503383,ERR538185,run_AHX_AATOSU_4_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538185/ERR538185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538185/ERR538185_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538185,,,,,,,,,,
13,TARA_A100001333,SAMEA2591128,ERS478046,TARA_030,TARA_20091215T1512Z_030_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),70,66,75,0.8,5,TARA_030_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(100L-or-15min)_W0.8-5_A100001333,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_AAVOSU_r1,ERX503386,ERR538179,run_AHX_AAVOSU_5_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538179/ERR538179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538179/ERR538179_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538179,,,,,,,,,,
14,TARA_A100001334,SAMEA2591129,ERS478047,TARA_030,TARA_20091215T1512Z_030_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),70,66,75,5,20,TARA_030_DCM_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20091215T1512Z_030_Combined-EVENTS_CAST_DCM_(70m)_SEQ-(500mL-or-15min)_W5-20_A100001334,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABAOSU_r1,ERX503377,ERR538188,run_AHX_ABAOSU_6_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538188/ERR538188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538188/ERR538188_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538188,,,,,,,,,,
15,TARA_A100001640,SAMEA2591115,ERS478024,TARA_030,TARA_20091215T1041Z_030_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_030_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20091215T1041Z_030_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_A100001640,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABCOSU_r1,ERX503392,ERR538186,run_AHX_ABCOSU_8_C2EV3ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538186/ERR538186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538186/ERR538186_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538186,,,,,,,,,,
16,TARA_A100001638,SAMEA2591116,ERS478025,TARA_030,TARA_20091215T1041Z_030_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_030_SRF_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20091215T1041Z_030_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_A100001638,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABDOSU_r1,ERX503390,ERR538178,run_AHX_ABDOSU_1_C2FGHACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538178/ERR538178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538178/ERR538178_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538178,,,,,,,,,,
17,TARA_A100001646,SAMEA2611384,ERS478033,TARA_030,TARA_20091215T1113Z_030_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_030_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20091215T1113Z_030_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_A100001646,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABEOSU_r1,ERX503389,ERR538189,run_AHX_ABEOSU_2_C2FGHACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538189/ERR538189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/ERR538189/ERR538189_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR538/ERR538189,,,,,,,,,,
18,TARA_N000000522,SAMEA2620802,ERS489933,TARA_064,TARA_20100707T0448Z_064_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_064_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000522,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABTIOSE_r1,ERX556205,ERR599266,run_AHX_ABTIOSE_3_C01A1ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599266/ERR599266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599266/ERR599266_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599266,,,,,,,,,,
19,TARA_N000000526,SAMEA2656968,ERS489963,TARA_064,TARA_20100707T0753Z_064_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_064_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20100707T0753Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000526,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ABXIOSE_r1,ERX556212,ERR599321,run_AHX_ABXIOSE_4_C01A1ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599321/ERR599321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599321/ERR599321_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599321,,,,,,,,,,
20,TARA_N000000539,SAMEA2657108,ERS489952,TARA_064,TARA_20100707T0517Z_064_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_064_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20100707T0517Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000539,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACAIOSE_r1,ERX1796663,ERR1726649,run_AHX_ACAIOSE_1_C7T09ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726649/ERR1726649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726649/ERR1726649_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726649,,,,,,,,,,
21,TARA_N000000539,SAMEA2657108,ERS489952,TARA_064,TARA_20100707T0517Z_064_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_064_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20100707T0517Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000539,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACAIOSE_r1,ERX556272,ERR599247,run_AHX_ACAIOSE_5_B02DDACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599247/ERR599247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599247/ERR599247_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599247,,,,,,,,,,
22,TARA_N000000524,SAMEA2620845,ERS490019,TARA_064,TARA_20100708T0621Z_064_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),65,63,67,0.8,5,TARA_064_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(100L-or-15min)_W0.8-5_N000000524,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACBIOSE_r1,ERX556271,ERR599324,run_AHX_ACBIOSE_5_C01A1ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599324/ERR599324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599324/ERR599324_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599324,,,,,,,,,,
23,TARA_N000000532,SAMEA2620847,ERS490021,TARA_064,TARA_20100708T0621Z_064_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),65,63,67,5,20,TARA_064_DCM_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(500mL-or-15min)_W5-20_N000000532,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACCAOSF_r1,ERX556194,ERR599226,run_AHX_ACCAOSF_1_D0744ACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599226/ERR599226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599226/ERR599226_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599226,,,,,,,,,,
24,TARA_N000000535,SAMEA2657013,ERS489974,TARA_064,TARA_20100707T0815Z_064_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),60,58,62,20,180,TARA_064_DCM_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20100707T0815Z_064_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N20-180_N000000535,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACDIOSE_r1,ERX556252,ERR599299,run_AHX_ACDIOSE_6_C01A1ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599299/ERR599299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599299/ERR599299_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599299,,,,,,,,,,
25,TARA_N000000925,SAMEA2657083,ERS489984,TARA_064,TARA_20100707T1049Z_064_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),65,63,67,180,2000,TARA_064_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20100707T1049Z_064_EVENT_NET_DCM_(65m)_SEQ-(500mL-or-15min)_N180-2000_N000000925,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACEIOSE_r1,ERX556282,ERR599244,run_AHX_ACEIOSE_7_C01A1ACXX,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599244/ERR599244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599244/ERR599244_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599244,,,,,,,,,,
26,TARA_X000000609,SAMEA2619468,ERS488021,TARA_006,TARA_20090921T1200Z_006_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,5,TARA_006_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20090921T1200Z_006_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_X000000609,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACFIOSF_r1,ERX948076,ERR868389,run_AHX_ACFIOSF_4_D2C5FACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868389/ERR868389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868389/ERR868389_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868389,,,,,,,,,,
27,TARA_X000000954,SAMEA2619534,ERS488122,TARA_009,TARA_20090928T1218Z_009_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,5,TARA_009_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20090928T1218Z_009_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_X000000954,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACMIOSF_r1,ERX948094,ERR868407,run_AHX_ACMIOSF_4_C0D1LACXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868407/ERR868407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868407/ERR868407_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868407,,,,,,,,,,
28,TARA_X000001040,SAMEA2619551,ERS488150,TARA_009,TARA_20090928T1659Z_009_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),55,50,60,0.8,5,TARA_009_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20090928T1659Z_009_EVENT_PUMP_DCM_(55m)_SEQ-(100L-or-15min)_W0.8-5_X000001040,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACNIOSF_r1,ERX948007,ERR868473,run_AHX_ACNIOSF_1_C0GE2ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868473/ERR868473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868473/ERR868473_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868473,,,,,,,,,,
29,TARA_X000001006,SAMEA2657011,ERS488134,TARA_009,TARA_20090928T1508Z_009_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,180,2000,TARA_009_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20090928T1508Z_009_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_X000001006,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACRIOSF_r1,ERX1796763,ERR1726662,run_AHX_ACRIOSF_4_C0GE2ACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726662/ERR1726662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726662/ERR1726662_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726662,,,,,,,,,,
30,TARA_X000001006,SAMEA2657011,ERS488134,TARA_009,TARA_20090928T1508Z_009_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,180,2000,TARA_009_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20090928T1508Z_009_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_X000001006,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACRIOSF_r1,ERX1796856,ERR1726681,run_AHX_ACRIOSF_4_C2FGHACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726681/ERR1726681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726681/ERR1726681_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726681,,,,,,,,,,
31,TARA_X000001010,SAMEA2656976,ERS488139,TARA_009,TARA_20090928T1522Z_009_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),60,55,65,180,2000,TARA_009_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20090928T1522Z_009_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N180-2000_X000001010,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACSIOSF_r1,ERX1796535,ERR1726557,run_AHX_ACSIOSF_6_C2FGHACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726557/ERR1726557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726557/ERR1726557_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726557,,,,,,,,,,
32,TARA_X000001010,SAMEA2656976,ERS488139,TARA_009,TARA_20090928T1522Z_009_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),60,55,65,180,2000,TARA_009_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20090928T1522Z_009_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N180-2000_X000001010,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACSIOSF_r1,ERX1796550,ERR1726839,run_AHX_ACSIOSF_5_C0GE2ACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726839/ERR1726839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726839/ERR1726839_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726839,,,,,,,,,,
33,TARA_X000001288,SAMEA2619621,ERS488249,TARA_011,TARA_20091004T0830Z_011_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,5,TARA_011_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20091004T0830Z_011_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_X000001288,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACTIOSF_r1,ERX1796565,ERR1726597,run_AHX_ACTIOSF_6_D0YF2ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726597/ERR1726597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726597/ERR1726597_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726597,,,,,,,,,,
34,TARA_X000001286,SAMEA2619623,ERS488251,TARA_011,TARA_20091004T0830Z_011_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,5,20,TARA_011_SRF_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20091004T0830Z_011_EVENT_PUMP_SRF_(9m)_SEQ-(500mL-or-15min)_W5-20_X000001286,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACVAOSF_r1,ERX1771178,ERR1700895,run_AHX_ACVAOSF_7_D0YF2ACXX.IND3,ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700895/ERR1700895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/005/ERR1700895/ERR1700895_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR170/005/ERR1700895,,,,,,,,,,
35,TARA_X000001338,SAMEA2656955,ERS488262,TARA_011,TARA_20091004T1530Z_011_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,20,180,TARA_011_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20091004T1530Z_011_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N20-180_X000001338,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACXIOSF_r1,ERX1796593,ERR1726642,run_AHX_ACXIOSF_6_C2FGHACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726642/ERR1726642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726642/ERR1726642_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726642,,,,,,,,,,
36,TARA_X000001338,SAMEA2656955,ERS488262,TARA_011,TARA_20091004T1530Z_011_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,20,180,TARA_011_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20091004T1530Z_011_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N20-180_X000001338,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ACXIOSF_r1,ERX1796510,ERR1726791,run_AHX_ACXIOSF_8_D0YF2ACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726791/ERR1726791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726791/ERR1726791_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726791,,,,,,,,,,
37,TARA_X000001334,SAMEA2657003,ERS488257,TARA_011,TARA_20091004T1416Z_011_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,180,2000,TARA_011_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20091004T1416Z_011_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_X000001334,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ADAIOSF_r1,ERX1796686,ERR1726953,run_AHX_ADAIOSF_1_D0YLGACXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726953/ERR1726953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726953/ERR1726953_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726953,,,,,,,,,,
